ID,x0,x1,class
972,-1.917288,2.211338,0
973,6.237303,1.524295,0
974,0.584909,0.432287,1
975,21.860847,13.492468,1
976,18.309524,1.435695,1
977,10.4581,7.250321,0
978,-0.256681,0.946886,1
979,5.007536,21.144459,0
980,4.532687,20.913478,0
981,-11.022541,-9.674447,0
982,16.320494,1.430378,1
983,6.647766,0.668775,1
984,17.753433,21.067044,1
985,15.644462,1.641626,1
986,9.26733,24.652452,0
987,2.558738,20.889937,1
988,-10.291603,-8.31517,0
989,-5.262469,12.915641,0
990,21.179371,1.763757,1
991,9.104296,12.411029,0
992,-3.530136,14.083276,0
993,3.202665,20.00193,0
994,30.252269,2.204898,1
995,32.790253,2.440969,1
996,21.589804,18.693855,1
997,13.987116,1.240906,1
998,12.576723,18.629792,1
999,18.461825,1.891264,1
